"Gene","Group_1","Group_2","Mock_expression","ZIKV_expression","log2FoldChange","pvalue","Original_significant_call","padj","Regulation"
"HEMK1","Mock","ZIKV",5.30912,2.80518,-0.920382,5e-05,"yes",0.000320686218678815,"Not_significant"
"GRN","Mock","ZIKV",29.1337,15.4081,-0.918998,5e-05,"yes",0.000320686218678815,"Not_significant"
"SOX3","Mock","ZIKV",93.2985,49.3629,-0.918425,5e-05,"yes",0.000320686218678815,"Not_significant"
"RPGR","Mock","ZIKV",8.72083,4.61417,-0.918394,5e-05,"yes",0.000320686218678815,"Not_significant"
"PTTG1","Mock","ZIKV",137.271,72.6612,-0.917772,5e-05,"yes",0.000320686218678815,"Not_significant"
"PNRC2","Mock","ZIKV",43.7689,23.1713,-0.917568,5e-05,"yes",0.000320686218678815,"Not_significant"
"BTN2A2","Mock","ZIKV",4.87059,2.57992,-0.916768,5e-05,"yes",0.000320686218678815,"Not_significant"
"RABL2B","Mock","ZIKV",18.5047,9.80527,-0.916261,5e-05,"yes",0.000320686218678815,"Not_significant"
"TMSB15A","Mock","ZIKV",382.045,202.446,-0.916205,5e-05,"yes",0.000320686218678815,"Not_significant"
"KLHL23,PHOSPHO2-KLHL23","Mock","ZIKV",21.0162,11.1394,-0.915827,5e-05,"yes",0.000320686218678815,"Not_significant"
"CHEK2","Mock","ZIKV",8.33491,4.41797,-0.915781,5e-05,"yes",0.000320686218678815,"Not_significant"
"CDT1","Mock","ZIKV",13.2244,7.01248,-0.915205,5e-05,"yes",0.000320686218678815,"Not_significant"
"TMEM14B","Mock","ZIKV",43.7968,23.2325,-0.914682,5e-05,"yes",0.000320686218678815,"Not_significant"
"GJC1","Mock","ZIKV",19.1823,10.1779,-0.914334,5e-05,"yes",0.000320686218678815,"Not_significant"
"TRABD","Mock","ZIKV",15.5126,8.23153,-0.914206,5e-05,"yes",0.000320686218678815,"Not_significant"
"LRRC9","Mock","ZIKV",1.35869,0.721511,-0.91312,5e-05,"yes",0.000320686218678815,"Not_significant"
"SUV39H1","Mock","ZIKV",4.42616,2.35298,-0.911564,5e-05,"yes",0.000320686218678815,"Not_significant"
"SLC2A1","Mock","ZIKV",86.6877,46.0889,-0.911407,5e-05,"yes",0.000320686218678815,"Not_significant"
"CIT","Mock","ZIKV",9.75524,5.18774,-0.911072,5e-05,"yes",0.000320686218678815,"Not_significant"
"MMS22L","Mock","ZIKV",4.66133,2.47892,-0.91103,5e-05,"yes",0.000320686218678815,"Not_significant"
"SMYD2","Mock","ZIKV",9.51803,5.06353,-0.910518,5e-05,"yes",0.000320686218678815,"Not_significant"
"MARC1","Mock","ZIKV",2.86982,1.52678,-0.910464,5e-05,"yes",0.000320686218678815,"Not_significant"
"PIGO","Mock","ZIKV",10.3845,5.52579,-0.910181,5e-05,"yes",0.000320686218678815,"Not_significant"
"IGF2","Mock","ZIKV",17.863,9.50788,-0.909776,5e-05,"yes",0.000320686218678815,"Not_significant"
"PDGFD","Mock","ZIKV",2.94166,1.56641,-0.909174,5e-05,"yes",0.000320686218678815,"Not_significant"
"TMEM165","Mock","ZIKV",18.6987,9.95755,-0.909077,5e-05,"yes",0.000320686218678815,"Not_significant"
"REXO2","Mock","ZIKV",10.6742,5.68784,-0.908171,5e-05,"yes",0.000320686218678815,"Not_significant"
"GGCT","Mock","ZIKV",33.0935,17.6377,-0.907885,5e-05,"yes",0.000320686218678815,"Not_significant"
"STAG3L2","Mock","ZIKV",7.3266,3.91012,-0.905931,5e-05,"yes",0.000320686218678815,"Not_significant"
"ZNF512","Mock","ZIKV",29.8001,15.9054,-0.905805,5e-05,"yes",0.000320686218678815,"Not_significant"
"LOC646719","Mock","ZIKV",10.7349,5.73658,-0.904047,5e-05,"yes",0.000320686218678815,"Not_significant"
"ST6GALNAC3","Mock","ZIKV",7.09042,3.78975,-0.903768,5e-05,"yes",0.000320686218678815,"Not_significant"
"GRIK3","Mock","ZIKV",1.99631,1.06744,-0.903186,5e-05,"yes",0.000320686218678815,"Not_significant"
"RNF175","Mock","ZIKV",8.67954,4.64238,-0.902753,5e-05,"yes",0.000320686218678815,"Not_significant"
"ACSF2","Mock","ZIKV",4.75128,2.5415,-0.902635,5e-05,"yes",0.000320686218678815,"Not_significant"
"TLCD2","Mock","ZIKV",1.17335,0.628029,-0.901732,5e-05,"yes",0.000320686218678815,"Not_significant"
"EPHB4","Mock","ZIKV",14.2323,7.63073,-0.89928,5e-05,"yes",0.000320686218678815,"Not_significant"
"E2F7","Mock","ZIKV",11.3699,6.09616,-0.899247,5e-05,"yes",0.000320686218678815,"Not_significant"
"OPCML","Mock","ZIKV",2.35924,1.26495,-0.899241,5e-05,"yes",0.000320686218678815,"Not_significant"
"NME1","Mock","ZIKV",71.1468,38.1567,-0.898863,5e-05,"yes",0.000320686218678815,"Not_significant"
"GSN","Mock","ZIKV",10.7611,5.77204,-0.898666,5e-05,"yes",0.000320686218678815,"Not_significant"
"FN1","Mock","ZIKV",23.3331,12.5324,-0.896717,5e-05,"yes",0.000320686218678815,"Not_significant"
"PVRL3","Mock","ZIKV",59.0838,31.7469,-0.896145,5e-05,"yes",0.000320686218678815,"Not_significant"
"RNF26","Mock","ZIKV",25.9113,13.925,-0.895903,5e-05,"yes",0.000320686218678815,"Not_significant"
"RBPMS2","Mock","ZIKV",4.3182,2.32089,-0.895753,5e-05,"yes",0.000320686218678815,"Not_significant"
"MSRB3","Mock","ZIKV",4.52117,2.43032,-0.895547,5e-05,"yes",0.000320686218678815,"Not_significant"
"CTPS1","Mock","ZIKV",35.2639,18.9685,-0.89459,5e-05,"yes",0.000320686218678815,"Not_significant"
"UCP2","Mock","ZIKV",31.6493,17.0383,-0.893389,5e-05,"yes",0.000320686218678815,"Not_significant"
"HMGA2","Mock","ZIKV",46.2181,24.8952,-0.89259,5e-05,"yes",0.000320686218678815,"Not_significant"
"LGALS3BP","Mock","ZIKV",36.6832,19.7624,-0.89236,5e-05,"yes",0.000320686218678815,"Not_significant"
"ARSB","Mock","ZIKV",7.43351,4.00619,-0.891813,5e-05,"yes",0.000320686218678815,"Not_significant"
"UNG","Mock","ZIKV",25.3441,13.6756,-0.890041,5e-05,"yes",0.000320686218678815,"Not_significant"
"POC1A","Mock","ZIKV",6.41879,3.46623,-0.888932,5e-05,"yes",0.000320686218678815,"Not_significant"
"C9orf37","Mock","ZIKV",12.0735,6.52004,-0.888887,5e-05,"yes",0.000320686218678815,"Not_significant"
"GLB1L2","Mock","ZIKV",42.7921,23.1222,-0.888068,5e-05,"yes",0.000320686218678815,"Not_significant"
"WDR86","Mock","ZIKV",6.75127,3.64987,-0.887315,5e-05,"yes",0.000320686218678815,"Not_significant"
"COQ7","Mock","ZIKV",9.7281,5.26577,-0.885514,5e-05,"yes",0.000320686218678815,"Not_significant"
"CD83","Mock","ZIKV",3.46815,1.87799,-0.884977,5e-05,"yes",0.000320686218678815,"Not_significant"
"CCNF","Mock","ZIKV",10.1548,5.50012,-0.88463,5e-05,"yes",0.000320686218678815,"Not_significant"
"TMEM106C","Mock","ZIKV",46.9818,25.4495,-0.884464,5e-05,"yes",0.000320686218678815,"Not_significant"
"KAL1","Mock","ZIKV",29.252,15.8527,-0.883806,5e-05,"yes",0.000320686218678815,"Not_significant"
"PON2","Mock","ZIKV",54.2063,29.3786,-0.883698,5e-05,"yes",0.000320686218678815,"Not_significant"
"CHML","Mock","ZIKV",17.8367,9.66816,-0.883538,5e-05,"yes",0.000320686218678815,"Not_significant"
"RSPO2","Mock","ZIKV",18.132,9.83137,-0.883075,5e-05,"yes",0.000320686218678815,"Not_significant"
"KIAA1143","Mock","ZIKV",12.1819,6.6062,-0.882849,5e-05,"yes",0.000320686218678815,"Not_significant"
"TUBB6","Mock","ZIKV",28.2123,15.3004,-0.882756,5e-05,"yes",0.000320686218678815,"Not_significant"
"NEUROG1","Mock","ZIKV",60.1043,32.6245,-0.881513,5e-05,"yes",0.000320686218678815,"Not_significant"
"CD320","Mock","ZIKV",17.3618,9.42611,-0.881181,5e-05,"yes",0.000320686218678815,"Not_significant"
"CKAP2L","Mock","ZIKV",10.7845,5.85759,-0.880574,5e-05,"yes",0.000320686218678815,"Not_significant"
"TCF7","Mock","ZIKV",2.67716,1.45414,-0.880543,5e-05,"yes",0.000320686218678815,"Not_significant"
"COL5A1","Mock","ZIKV",3.87357,2.10425,-0.880361,5e-05,"yes",0.000320686218678815,"Not_significant"
"RNASET2","Mock","ZIKV",13.2832,7.22071,-0.879389,5e-05,"yes",0.000320686218678815,"Not_significant"
"NEIL3","Mock","ZIKV",4.49293,2.44238,-0.879369,5e-05,"yes",0.000320686218678815,"Not_significant"
"ZFC3H1","Mock","ZIKV",9.59983,5.22352,-0.877985,5e-05,"yes",0.000320686218678815,"Not_significant"
"CMTM3","Mock","ZIKV",16.959,9.229,-0.877805,5e-05,"yes",0.000320686218678815,"Not_significant"
"POLA1","Mock","ZIKV",8.65764,4.71351,-0.877173,5e-05,"yes",0.000320686218678815,"Not_significant"
"PTK7","Mock","ZIKV",34.3527,18.724,-0.875533,5e-05,"yes",0.000320686218678815,"Not_significant"
"SLC2A12","Mock","ZIKV",2.85656,1.55711,-0.875411,5e-05,"yes",0.000320686218678815,"Not_significant"
"ALG8","Mock","ZIKV",23.7628,12.9595,-0.874696,5e-05,"yes",0.000320686218678815,"Not_significant"
"CNTN3","Mock","ZIKV",1.32202,0.721126,-0.874422,5e-05,"yes",0.000320686218678815,"Not_significant"
"NUP210","Mock","ZIKV",18.2848,9.9779,-0.873835,5e-05,"yes",0.000320686218678815,"Not_significant"
"CLYBL","Mock","ZIKV",1.52815,0.834478,-0.872845,5e-05,"yes",0.000320686218678815,"Not_significant"
"SERPING1","Mock","ZIKV",29.1169,15.9001,-0.872819,5e-05,"yes",0.000320686218678815,"Not_significant"
"TMSB4X","Mock","ZIKV",2641.48,1442.61,-0.872662,5e-05,"yes",0.000320686218678815,"Not_significant"
"IGFBP2","Mock","ZIKV",220.975,120.698,-0.872478,5e-05,"yes",0.000320686218678815,"Not_significant"
"PTGFRN","Mock","ZIKV",7.83552,4.28344,-0.871261,5e-05,"yes",0.000320686218678815,"Not_significant"
"KC6","Mock","ZIKV",9.99618,5.46678,-0.870686,5e-05,"yes",0.000320686218678815,"Not_significant"
"PIGQ","Mock","ZIKV",28.0844,15.3756,-0.86912,5e-05,"yes",0.000320686218678815,"Not_significant"
"FAM86C2P","Mock","ZIKV",3.5967,1.96961,-0.868763,5e-05,"yes",0.000320686218678815,"Not_significant"
"CDCA5","Mock","ZIKV",18.2929,10.019,-0.868543,5e-05,"yes",0.000320686218678815,"Not_significant"
"HNRNPA3","Mock","ZIKV",156.884,85.9479,-0.868161,5e-05,"yes",0.000320686218678815,"Not_significant"
"PHF7","Mock","ZIKV",3.10546,1.7029,-0.866811,5e-05,"yes",0.000320686218678815,"Not_significant"
"TEX261","Mock","ZIKV",18.2576,10.0127,-0.866676,5e-05,"yes",0.000320686218678815,"Not_significant"
"PNCK","Mock","ZIKV",4.28763,2.35232,-0.866094,5e-05,"yes",0.000320686218678815,"Not_significant"
"COL4A6","Mock","ZIKV",14.4006,7.90145,-0.865937,5e-05,"yes",0.000320686218678815,"Not_significant"
"SMIM8","Mock","ZIKV",5.00258,2.74547,-0.86562,5e-05,"yes",0.000320686218678815,"Not_significant"
"KNTC1","Mock","ZIKV",18.0993,9.94163,-0.864377,5e-05,"yes",0.000320686218678815,"Not_significant"
"MRPL27","Mock","ZIKV",32.4844,17.8451,-0.864221,5e-05,"yes",0.000320686218678815,"Not_significant"
"GLRX","Mock","ZIKV",15.2375,8.38413,-0.861888,5e-05,"yes",0.000320686218678815,"Not_significant"
"FAM200B","Mock","ZIKV",8.0205,4.41507,-0.861257,5e-05,"yes",0.000320686218678815,"Not_significant"
"EPB41L2","Mock","ZIKV",16.527,9.10133,-0.860676,5e-05,"yes",0.000320686218678815,"Not_significant"
"FKBP10","Mock","ZIKV",61.0253,33.6095,-0.860538,5e-05,"yes",0.000320686218678815,"Not_significant"
"MORN1","Mock","ZIKV",6.36775,3.5128,-0.858164,5e-05,"yes",0.000320686218678815,"Not_significant"
"SLC18B1","Mock","ZIKV",9.13499,5.04215,-0.857363,5e-05,"yes",0.000320686218678815,"Not_significant"
"THBS1","Mock","ZIKV",63.7299,35.2076,-0.856082,5e-05,"yes",0.000320686218678815,"Not_significant"
"HLA-E","Mock","ZIKV",5.25236,2.90201,-0.855911,5e-05,"yes",0.000320686218678815,"Not_significant"
"GALNT18","Mock","ZIKV",10.7719,5.95382,-0.855386,5e-05,"yes",0.000320686218678815,"Not_significant"
"IQGAP2","Mock","ZIKV",2.94306,1.6267,-0.855371,5e-05,"yes",0.000320686218678815,"Not_significant"
"LOC100288637","Mock","ZIKV",5.62264,3.10885,-0.854867,5e-05,"yes",0.000320686218678815,"Not_significant"
"KCTD17","Mock","ZIKV",21.9777,12.1701,-0.852703,5e-05,"yes",0.000320686218678815,"Not_significant"
"EOMES","Mock","ZIKV",43.1181,23.8922,-0.85175,5e-05,"yes",0.000320686218678815,"Not_significant"
"PGM5","Mock","ZIKV",3.58181,1.98473,-0.851749,5e-05,"yes",0.000320686218678815,"Not_significant"
"ZNF271","Mock","ZIKV",9.53295,5.28273,-0.851637,5e-05,"yes",0.000320686218678815,"Not_significant"
"MRPL24","Mock","ZIKV",16.2942,9.03335,-0.85103,5e-05,"yes",0.000320686218678815,"Not_significant"
"TAGLN2","Mock","ZIKV",16.2377,9.00435,-0.850649,5e-05,"yes",0.000320686218678815,"Not_significant"
"TP53I13","Mock","ZIKV",25.2736,14.0218,-0.84996,5e-05,"yes",0.000320686218678815,"Not_significant"
"LOC401397","Mock","ZIKV",21.0523,11.689,-0.848829,5e-05,"yes",0.000320686218678815,"Not_significant"
"ATAD5","Mock","ZIKV",8.55482,4.75561,-0.847108,5e-05,"yes",0.000320686218678815,"Not_significant"
"ARHGAP33","Mock","ZIKV",36.947,20.5417,-0.846901,5e-05,"yes",0.000320686218678815,"Not_significant"
"ZNF519","Mock","ZIKV",5.74927,3.19758,-0.846399,5e-05,"yes",0.000320686218678815,"Not_significant"
"ZEB1-AS1","Mock","ZIKV",4.88363,2.71636,-0.846278,5e-05,"yes",0.000320686218678815,"Not_significant"
"MIR17HG","Mock","ZIKV",11.3784,6.3293,-0.846177,5e-05,"yes",0.000320686218678815,"Not_significant"
"HERC2P7","Mock","ZIKV",9.75846,5.43109,-0.845412,5e-05,"yes",0.000320686218678815,"Not_significant"
"ITGA7","Mock","ZIKV",16.7442,9.32191,-0.844961,5e-05,"yes",0.000320686218678815,"Not_significant"
"CCDC39","Mock","ZIKV",2.48575,1.38413,-0.844704,5e-05,"yes",0.000320686218678815,"Not_significant"
"NDRG3","Mock","ZIKV",24.5379,13.6667,-0.844343,5e-05,"yes",0.000320686218678815,"Not_significant"
"C20orf96","Mock","ZIKV",15.4542,8.6089,-0.844098,5e-05,"yes",0.000320686218678815,"Not_significant"
"NEUROD4","Mock","ZIKV",12.6844,7.06845,-0.843591,5e-05,"yes",0.000320686218678815,"Not_significant"
"MCM7","Mock","ZIKV",116.318,64.8268,-0.843408,5e-05,"yes",0.000320686218678815,"Not_significant"
"PKN3","Mock","ZIKV",4.8201,2.68667,-0.843248,5e-05,"yes",0.000320686218678815,"Not_significant"
"HHAT","Mock","ZIKV",4.08849,2.28064,-0.842129,5e-05,"yes",0.000320686218678815,"Not_significant"
"CDCA8","Mock","ZIKV",25.3958,14.1749,-0.84125,5e-05,"yes",0.000320686218678815,"Not_significant"
"ZNF559","Mock","ZIKV",15.3497,8.56883,-0.841038,5e-05,"yes",0.000320686218678815,"Not_significant"
"SEMA5A","Mock","ZIKV",1.28993,0.720243,-0.840736,5e-05,"yes",0.000320686218678815,"Not_significant"
"GLB1L3","Mock","ZIKV",9.04611,5.05111,-0.840697,5e-05,"yes",0.000320686218678815,"Not_significant"
"ALDH16A1","Mock","ZIKV",6.78586,3.79022,-0.840249,5e-05,"yes",0.000320686218678815,"Not_significant"
"TMBIM4","Mock","ZIKV",22.1285,12.3615,-0.840055,5e-05,"yes",0.000320686218678815,"Not_significant"
"ANTXR1","Mock","ZIKV",24.8641,13.8968,-0.839315,5e-05,"yes",0.000320686218678815,"Not_significant"
"NHP2","Mock","ZIKV",70.7474,39.5437,-0.839228,5e-05,"yes",0.000320686218678815,"Not_significant"
"TMEM141","Mock","ZIKV",19.1215,10.6902,-0.838905,5e-05,"yes",0.000320686218678815,"Not_significant"
"CAMKV","Mock","ZIKV",24.6523,13.7888,-0.83822,5e-05,"yes",0.000320686218678815,"Not_significant"
"C2orf81","Mock","ZIKV",4.7403,2.65224,-0.837768,5e-05,"yes",0.000320686218678815,"Not_significant"
"NELL2","Mock","ZIKV",326.125,182.479,-0.837694,5e-05,"yes",0.000320686218678815,"Not_significant"
"URM1","Mock","ZIKV",14.2089,7.9513,-0.837529,5e-05,"yes",0.000320686218678815,"Not_significant"
"ITPR3","Mock","ZIKV",0.646543,0.361911,-0.837112,5e-05,"yes",0.000320686218678815,"Not_significant"
"YPEL1","Mock","ZIKV",31.6398,17.7217,-0.836223,5e-05,"yes",0.000320686218678815,"Not_significant"
"IPO8","Mock","ZIKV",11.157,6.25295,-0.835344,5e-05,"yes",0.000320686218678815,"Not_significant"
"FBN1","Mock","ZIKV",4.5044,2.52507,-0.835012,5e-05,"yes",0.000320686218678815,"Not_significant"
"ZNF493","Mock","ZIKV",12.2133,6.8498,-0.834323,5e-05,"yes",0.000320686218678815,"Not_significant"
"SLC29A2","Mock","ZIKV",9.50597,5.33199,-0.83416,5e-05,"yes",0.000320686218678815,"Not_significant"
"OCA2","Mock","ZIKV",2.88369,1.61765,-0.834019,5e-05,"yes",0.000320686218678815,"Not_significant"
"ZNF514","Mock","ZIKV",13.1317,7.36643,-0.834014,5e-05,"yes",0.000320686218678815,"Not_significant"
"HNRNPU","Mock","ZIKV",123.557,69.3112,-0.834012,5e-05,"yes",0.000320686218678815,"Not_significant"
"NIT2","Mock","ZIKV",7.16744,4.02109,-0.833874,5e-05,"yes",0.000320686218678815,"Not_significant"
"SIX5","Mock","ZIKV",12.5542,7.04358,-0.833786,5e-05,"yes",0.000320686218678815,"Not_significant"
"DERA","Mock","ZIKV",10.4878,5.88913,-0.83259,5e-05,"yes",0.000320686218678815,"Not_significant"
"FUCA2","Mock","ZIKV",9.63995,5.41525,-0.831998,5e-05,"yes",0.000320686218678815,"Not_significant"
"DDB2","Mock","ZIKV",28.1437,15.8119,-0.831801,5e-05,"yes",0.000320686218678815,"Not_significant"
"MYBL1","Mock","ZIKV",2.58016,1.44994,-0.83147,5e-05,"yes",0.000320686218678815,"Not_significant"
"TARDBP","Mock","ZIKV",58.2294,32.7284,-0.831204,5e-05,"yes",0.000320686218678815,"Not_significant"
"C4orf46","Mock","ZIKV",11.6551,6.55528,-0.830235,5e-05,"yes",0.000320686218678815,"Not_significant"
"CHD1L","Mock","ZIKV",22.0353,12.3952,-0.830031,5e-05,"yes",0.000320686218678815,"Not_significant"
"NTRK2","Mock","ZIKV",10.5352,5.92706,-0.829836,5e-05,"yes",0.000320686218678815,"Not_significant"
"TMEM123","Mock","ZIKV",60.0127,33.7641,-0.829777,5e-05,"yes",0.000320686218678815,"Not_significant"
"NCAPG2","Mock","ZIKV",15.9014,8.94894,-0.829361,5e-05,"yes",0.000320686218678815,"Not_significant"
"TCTN2","Mock","ZIKV",16.8049,9.4635,-0.828433,5e-05,"yes",0.000320686218678815,"Not_significant"
"BUB1","Mock","ZIKV",20.581,11.5934,-0.828008,5e-05,"yes",0.000320686218678815,"Not_significant"
"TMEM67","Mock","ZIKV",12.3349,6.95,-0.82766,5e-05,"yes",0.000320686218678815,"Not_significant"
"INCENP","Mock","ZIKV",16.5631,9.34638,-0.825491,5e-05,"yes",0.000320686218678815,"Not_significant"
"RELT","Mock","ZIKV",4.11182,2.32049,-0.82535,5e-05,"yes",0.000320686218678815,"Not_significant"
"LIG1","Mock","ZIKV",32.5909,18.3954,-0.825123,5e-05,"yes",0.000320686218678815,"Not_significant"
"TMEM221","Mock","ZIKV",4.00624,2.26288,-0.824086,5e-05,"yes",0.000320686218678815,"Not_significant"
"FAM175A","Mock","ZIKV",7.88296,4.45519,-0.823249,5e-05,"yes",0.000320686218678815,"Not_significant"
"PIANP","Mock","ZIKV",19.5823,11.0718,-0.822656,5e-05,"yes",0.000320686218678815,"Not_significant"
"PAPSS2","Mock","ZIKV",1.79836,1.01787,-0.821126,5e-05,"yes",0.000320686218678815,"Not_significant"
"AHCY","Mock","ZIKV",61.5802,34.8583,-0.820964,5e-05,"yes",0.000320686218678815,"Not_significant"
"HDAC8","Mock","ZIKV",11.1221,6.29746,-0.820592,5e-05,"yes",0.000320686218678815,"Not_significant"
"RING1","Mock","ZIKV",66.9437,37.9283,-0.819674,5e-05,"yes",0.000320686218678815,"Not_significant"
"LOC100506990","Mock","ZIKV",18.3894,10.4197,-0.819557,5e-05,"yes",0.000320686218678815,"Not_significant"
"C9orf123","Mock","ZIKV",9.12794,5.17441,-0.818895,5e-05,"yes",0.000320686218678815,"Not_significant"
"LIMD2","Mock","ZIKV",24.0443,13.6304,-0.818866,5e-05,"yes",0.000320686218678815,"Not_significant"
"LOC100294145","Mock","ZIKV",12.0334,6.82227,-0.818718,5e-05,"yes",0.000320686218678815,"Not_significant"
"ST3GAL6","Mock","ZIKV",2.43397,1.38111,-0.81748,5e-05,"yes",0.000320686218678815,"Not_significant"
"ERLIN2","Mock","ZIKV",20.0705,11.3898,-0.817331,5e-05,"yes",0.000320686218678815,"Not_significant"
"NICN1","Mock","ZIKV",10.4844,5.95162,-0.816891,5e-05,"yes",0.000320686218678815,"Not_significant"
"LOC344595","Mock","ZIKV",4.2667,2.42372,-0.815895,5e-05,"yes",0.000320686218678815,"Not_significant"
"ERLIN1","Mock","ZIKV",12.4856,7.09551,-0.815292,5e-05,"yes",0.000320686218678815,"Not_significant"
"LPAR4","Mock","ZIKV",7.39425,4.20283,-0.815044,5e-05,"yes",0.000320686218678815,"Not_significant"
"MCM8","Mock","ZIKV",11.2674,6.40477,-0.814933,5e-05,"yes",0.000320686218678815,"Not_significant"
"TDP1","Mock","ZIKV",11.1546,6.34196,-0.814633,5e-05,"yes",0.000320686218678815,"Not_significant"
"GATM","Mock","ZIKV",13.6523,7.77063,-0.813045,5e-05,"yes",0.000320686218678815,"Not_significant"
"CRB2","Mock","ZIKV",45.9131,26.1391,-0.812698,5e-05,"yes",0.000320686218678815,"Not_significant"
"ZNF37BP","Mock","ZIKV",9.65719,5.49847,-0.812575,5e-05,"yes",0.000320686218678815,"Not_significant"
"IGDCC3","Mock","ZIKV",126.84,72.2428,-0.812082,5e-05,"yes",0.000320686218678815,"Not_significant"
"TMEM234","Mock","ZIKV",7.71262,4.39508,-0.811333,5e-05,"yes",0.000320686218678815,"Not_significant"
"NAALAD2","Mock","ZIKV",21.046,11.9976,-0.810802,5e-05,"yes",0.000320686218678815,"Not_significant"
"ZNF551","Mock","ZIKV",5.77347,3.29164,-0.810633,5e-05,"yes",0.000320686218678815,"Not_significant"
"DPY19L1","Mock","ZIKV",15.4192,8.79403,-0.810129,5e-05,"yes",0.000320686218678815,"Not_significant"
"NAGLU","Mock","ZIKV",6.09724,3.47788,-0.809947,5e-05,"yes",0.000320686218678815,"Not_significant"
"COL9A2","Mock","ZIKV",5.45483,3.11196,-0.809712,5e-05,"yes",0.000320686218678815,"Not_significant"
"TMPO","Mock","ZIKV",95.7076,54.6055,-0.809588,5e-05,"yes",0.000320686218678815,"Not_significant"
"TTC40","Mock","ZIKV",1.41709,0.808546,-0.809534,5e-05,"yes",0.000320686218678815,"Not_significant"
"LOC642852","Mock","ZIKV",11.2029,6.39208,-0.809518,5e-05,"yes",0.000320686218678815,"Not_significant"
"AGRN","Mock","ZIKV",91.5758,52.2726,-0.80891,5e-05,"yes",0.000320686218678815,"Not_significant"
"DUSP22","Mock","ZIKV",11.57,6.60769,-0.808168,5e-05,"yes",0.000320686218678815,"Not_significant"
"OSGEPL1","Mock","ZIKV",8.1898,4.67857,-0.80776,5e-05,"yes",0.000320686218678815,"Not_significant"
"SERPINH1","Mock","ZIKV",37.2811,21.3075,-0.807083,5e-05,"yes",0.000320686218678815,"Not_significant"
"VPS29","Mock","ZIKV",38.5962,22.0617,-0.806915,5e-05,"yes",0.000320686218678815,"Not_significant"
"PRKD3","Mock","ZIKV",12.7623,7.29759,-0.806395,5e-05,"yes",0.000320686218678815,"Not_significant"
"C7orf49","Mock","ZIKV",11.5276,6.59356,-0.805968,5e-05,"yes",0.000320686218678815,"Not_significant"
"HN1L","Mock","ZIKV",61.5813,35.2238,-0.805939,5e-05,"yes",0.000320686218678815,"Not_significant"
"LOC100216546","Mock","ZIKV",2.48954,1.42508,-0.804834,5e-05,"yes",0.000320686218678815,"Not_significant"
"POLQ","Mock","ZIKV",3.18187,1.82207,-0.804298,5e-05,"yes",0.000320686218678815,"Not_significant"
"HAUS4","Mock","ZIKV",20.5125,11.7541,-0.803334,5e-05,"yes",0.000320686218678815,"Not_significant"
"WDR62","Mock","ZIKV",8.63317,4.94871,-0.802837,5e-05,"yes",0.000320686218678815,"Not_significant"
"CDCA4","Mock","ZIKV",14.321,8.20952,-0.802766,5e-05,"yes",0.000320686218678815,"Not_significant"
"TJP2","Mock","ZIKV",4.66698,2.67622,-0.802293,5e-05,"yes",0.000320686218678815,"Not_significant"
"C5orf49","Mock","ZIKV",4.11427,2.35978,-0.801985,5e-05,"yes",0.000320686218678815,"Not_significant"
"RBM19","Mock","ZIKV",10.1197,5.80692,-0.801326,5e-05,"yes",0.000320686218678815,"Not_significant"
"NUDT15","Mock","ZIKV",13.0507,7.49079,-0.800934,5e-05,"yes",0.000320686218678815,"Not_significant"
"CDC25B","Mock","ZIKV",26.6921,15.3331,-0.799759,5e-05,"yes",0.000320686218678815,"Not_significant"
"ATP5G1","Mock","ZIKV",46.8447,26.9213,-0.799139,5e-05,"yes",0.000320686218678815,"Not_significant"
"FKBP5","Mock","ZIKV",4.60632,2.64807,-0.798675,5e-05,"yes",0.000320686218678815,"Not_significant"
"TSPAN11","Mock","ZIKV",49.8833,28.6787,-0.798575,5e-05,"yes",0.000320686218678815,"Not_significant"
"ABHD3","Mock","ZIKV",20.3582,11.7116,-0.79767,5e-05,"yes",0.000320686218678815,"Not_significant"
"GALNT16","Mock","ZIKV",25.4269,14.629,-0.797526,5e-05,"yes",0.000320686218678815,"Not_significant"
"EFCAB2","Mock","ZIKV",11.9139,6.86226,-0.795892,5e-05,"yes",0.000320686218678815,"Not_significant"
"CARHSP1","Mock","ZIKV",69.1327,39.8312,-0.795469,5e-05,"yes",0.000320686218678815,"Not_significant"
"VCAM1","Mock","ZIKV",21.6528,12.4782,-0.795141,5e-05,"yes",0.000320686218678815,"Not_significant"
"CHEK1","Mock","ZIKV",11.2294,6.4722,-0.794954,5e-05,"yes",0.000320686218678815,"Not_significant"
