"Transcript/RepeatID (cmd=analyzeRepeats-pl /home/cbenner/data/software/gencode/hg38/gencode-best-rna hg38 -fpkm -count exons -strand - -minLength 250 -d HMDM-RNAseq-mock-24h-4G2neg-p1 HMDM-RNAseq-mock-24h-4G2neg-p3 HMDM-RNAseq-mock-24h-4G2neg-p4 HMDM-RNAseq-mock-24h-4G2neg-p5 HMDM-RNAseq-mock-24h-4G2neg-p6 HMDM-RNAseq-mock-24h-4G2neg-pooled HMDM-RNAseq-FSSADE-12h-4G2neg-p4 HMDM-RNAseq-FSSADE-12h-4G2neg-p5 HMDM-RNAseq-FSSADE-12h-4G2neg-p6 HMDM-RNAseq-FSSADE-12h-4G2neg-pooled HMDM-RNAseq-FSSADE-12h-4G2pos-p4 HMDM-RNAseq-FSSADE-12h-4G2pos-p5 HMDM-RNAseq-FSSADE-12h-4G2pos-p6 HMDM-RNAseq-FSSADE-12h-4G2pos-pooled HMDM-RNAseq-FSSADE-18h-4G2neg-p4 HMDM-RNAseq-FSSADE-18h-4G2neg-p5 HMDM-RNAseq-FSSADE-18h-4G2neg-p6 HMDM-RNAseq-FSSADE-18h-4G2neg-pooled HMDM-RNAseq-FSSADE-18h-4G2pos-p4 HMDM-RNAseq-FSSADE-18h-4G2pos-p5 HMDM-RNAseq-FSSADE-18h-4G2pos-p6 HMDM-RNAseq-FSSADE-18h-4G2pos-pooled HMDM-RNAseq-FSSADE-24h-4G2neg-p1 HMDM-RNAseq-FSSADE-24h-4G2neg-p3 HMDM-RNAseq-FSSADE-24h-4G2neg-p4 HMDM-RNAseq-FSSADE-24h-4G2neg-p5 HMDM-RNAseq-FSSADE-24h-4G2neg-p6 HMDM-RNAseq-FSSADE-24h-4G2neg-pooled HMDM-RNAseq-FSSADE-24h-4G2pos-p1 HMDM-RNAseq-FSSADE-24h-4G2pos-p3 HMDM-RNAseq-FSSADE-24h-4G2pos-p4 HMDM-RNAseq-FSSADE-24h-4G2pos-p5 HMDM-RNAseq-FSSADE-24h-4G2pos-p6 HMDM-RNAseq-FSSADE-24h-4G2pos-pooled)","chr","start","end","strand","Length","gene_name","Annotation/Divergence","gene_id","gene_type"
"ENST00000290349.10","chr21",36069941,36073166,"+",1288,"CBR1","CBR1|CBR|SDR21C1|hCBR1|-|21q22.12|protein-coding","ENSG00000159228.12","protein_coding"
"ENST00000234256.3","chr2",64989401,65023865,"+",4546,"SLC1A4","SLC1A4|ASCT1|SATT|SPATCCM|-|2p14|protein-coding","ENSG00000115902.10","protein_coding"
"ENST00000374049.4","chr9",114611206,114646422,"+",4561,"TMEM268","TMEM268|C9orf91|-|9q32|protein-coding","ENSG00000157693.14","protein_coding"
"ENST00000264431.8","chr4",159267737,159360169,"+",6902,"RAPGEF2","RAPGEF2|CNrasGEF|NRAPGEP|PDZ-GEF1|PDZGEF1|RA-GEF|RA-GEF-1|Rap-GEP|nRap GEP|-|4q32.1|protein-coding","ENSG00000109756.8","protein_coding"
"ENST00000514985.5","chr5",42799880,42812079,"-",2234,"SELENOP","SELENOP|SELP|SEPP|SEPP1|SeP|-|5p12|protein-coding","ENSG00000250722.5","protein_coding"
"ENST00000249066.10","chr22",36226210,36239954,"-",2674,"APOL2","APOL2|APOL-II|APOL3|-|22q12.3|protein-coding","ENSG00000128335.13","protein_coding"
"ENST00000324225.8","chr11",117178733,117197442,"+",4355,"SIDT2","SIDT2|CGI-40|-|11q23.3|protein-coding","ENSG00000149577.15","protein_coding"
"ENST00000375887.8","chr13",108269718,108308484,"+",2571,"TNFSF13B","TNFSF13B|BAFF|BLYS|CD257|DTL|TALL-1|TALL1|THANK|TNFSF20|TNLG7A|ZTNF4|-|13q33.3|protein-coding","ENSG00000102524.11","protein_coding"
"ENST00000603197.5","chr17",35871491,35880508,"-",1360,"CCL5","CCL5|D17S136E|RANTES|SCYA5|SIS-delta|SISd|TCP228|eoCP|-|17q12|protein-coding","ENSG00000271503.5","protein_coding"
"ENST00000398738.2","chr6",47899609,48068653,"-",3227,"PTCHD4","PTCHD4|C6orf138|PTCH53|dJ402H5.2|-|6p12.3|protein-coding","ENSG00000244694.7","protein_coding"
"ENST00000374859.2","chr6",32854161,32859585,"+",771,"PSMB9","PSMB9|LMP2|PSMB6i|RING12|beta1i|-|6p21.32|protein-coding","ENSG00000240065.7","protein_coding"
"ENST00000342386.10","chr10",27155370,27186924,"+",2947,"MASTL","MASTL|GREATWALL|GW|GWL|MAST-L|THC2|-|10p12.1|protein-coding","ENSG00000120539.14","protein_coding"
"ENST00000370473.4","chr1",89052319,89065360,"-",3014,"GBP1","GBP1|-|-|1p22.2|protein-coding","ENSG00000117228.9","protein_coding"
"ENST00000246657.2","chr17",40553769,40565472,"-",2168,"CCR7","CCR7|BLR2|CC-CKR-7|CCR-7|CD197|CDw197|CMKBR7|EBI1|-|17q21.2|protein-coding","ENSG00000126353.3","protein_coding"
"ENST00000236147.4","chr1",169690667,169711698,"-",2419,"SELL","SELL|CD62L|LAM1|LECAM1|LEU8|LNHR|LSEL|LYAM1|PLNHR|TQ1|-|1q24.2|protein-coding","ENSG00000188404.8","protein_coding"
"ENST00000371795.4","chr10",89414586,89421001,"+",4012,"IFIT5","IFIT5|ISG58|P58|RI58|-|10q23.31|protein-coding","ENSG00000152778.8","protein_coding"
"ENST00000243346.9","chr2",151270465,151290057,"-",1608,"NMI","NMI|-|-|2q23.3|protein-coding","ENSG00000123609.10","protein_coding"
"ENST00000274963.12","chr6",37005647,37029070,"+",3015,"FGD2","FGD2|ZFYVE4|-|6p21.2|protein-coding","ENSG00000146192.14","protein_coding"
"ENST00000056233.3","chr7",26152240,26187125,"+",3679,"NFE2L3","NFE2L3|NRF3|-|7p15.2|protein-coding","ENSG00000050344.8","protein_coding"
"ENST00000400191.7","chr1",22710965,22921500,"+",10783,"EPHB2","EPHB2|CAPB|DRT|EK5|EPHT3|ERK|Hek5|PCBC|Tyro5|-|1p36.12|protein-coding","ENSG00000133216.16","protein_coding"
"ENST00000412615.6","chr12",112125501,112153609,"+",2674,"TRAFD1","TRAFD1|FLN29|-|12q24.13|protein-coding","ENSG00000135148.11","protein_coding"
"ENST00000358677.9","chr2",200305986,200482263,"+",6131,"SPATS2L","SPATS2L|DNAPTP6|SGNP|-|2q33.1|protein-coding","ENSG00000196141.13","protein_coding"
"ENST00000370459.7","chr1",89260582,89270863,"-",1990,"GBP5","GBP5|GBP-5|-|1p22.2|protein-coding","ENSG00000154451.14","protein_coding"
"ENST00000382422.6","chr14",34752732,34874932,"-",5724,"BAZ1A","0","ENSG00000198604.10","protein_coding"
"ENST00000306384.4","chr2",85584408,85593412,"+",684,"VAMP5","VAMP5|-|-|2p11.2|protein-coding","ENSG00000168899.4","protein_coding"
"ENST00000358752.3","chr11",94543840,94549898,"+",6058,"FUT4","FUT4|CD15|ELFT|FCT3A|FUC-TIV|FUTIV|LeX|SSEA-1|-|11q21|protein-coding","ENSG00000196371.3","protein_coding"
"ENST00000248598.5","chr7",77193371,77199826,"-",4258,"FGL2","FGL2|T49|pT49|-|7q11.23|protein-coding","ENSG00000127951.6","protein_coding"
"ENST00000372764.3","chr10",73911157,73917497,"+",2300,"PLAU","PLAU|ATF|BDPLT5|QPD|UPA|URK|u-PA|-|10q22.2|protein-coding","ENSG00000122861.15","protein_coding"
"ENST00000265433.7","chr8",89933336,89984716,"-",4635,"NBN","NBN|AT-V1|AT-V2|ATV|NBS|NBS1|P95|-|8q21.3|protein-coding","ENSG00000104320.13","protein_coding"
"ENST00000245414.8","chr5",132481609,132490798,"-",3560,"IRF1","IRF1|IRF-1|MAR|-|5q31.1|protein-coding","ENSG00000125347.13","protein_coding"
"ENST00000337530.10","chr9",112486847,112669397,"+",11768,"KIAA1958","KIAA1958|-|-|9q32|protein-coding","ENSG00000165185.14","protein_coding"
"ENST00000615418.4","chr17",36210924,36212878,"+",949,"CCL4L2","CCL4L2|AT744.2|CCL4L|SCYA4L|SCYQ4L2|-|17q12|protein-coding","ENSG00000276070.4","protein_coding"
"ENST00000542285.5","chr12",7080209,7092607,"-",2639,"C1R","C1R|EDSPD1|-|12p13.31|protein-coding","ENSG00000159403.15","protein_coding"
"ENST00000394662.2","chr1",89410319,89426243,"+",1723,"GBP1P1","0","ENSG00000225492.6","transcribed_unprocessed_pseudogene"
"ENST00000235878.5","chr1",89007769,89022838,"-",2041,"GBP3","0","ENSG00000117226.11","protein_coding"
"ENST00000278505.4","chr11",95089810,95132645,"+",4684,"ENDOD1","ENDOD1|-|-|11q21|protein-coding","ENSG00000149218.4","protein_coding"
"ENST00000320876.10","chr18",2655738,2805017,"+",8726,"SMCHD1","SMCHD1|BAMS|FSHD2|-|18p11.32|protein-coding","ENSG00000101596.14","protein_coding"
"ENST00000286186.10","chr2",201182881,201221665,"+",5909,"CASP10","CASP10|ALPS2|FLICE2|MCH4|-|2q33.1|protein-coding","ENSG00000003400.14","protein_coding"
"ENST00000368043.7","chr1",160739265,160754821,"+",2676,"SLAMF7","SLAMF7|19A|CD319|CRACC|CS1|-|1q23.3|protein-coding","ENSG00000026751.16","protein_coding"
"ENST00000306085.10","chr7",101085439,101097967,"+",10947,"TRIM56","TRIM56|RNF109|-|7q22.1|protein-coding","ENSG00000169871.12","protein_coding"
"ENST00000226279.7","chr4",15778278,15853230,"+",5653,"CD38","CD38|ADPRC 1|ADPRC1|-|4p15.32|protein-coding","ENSG00000004468.12","protein_coding"
"ENST00000373839.7","chr1",28369603,28500369,"+",6163,"PHACTR4","PHACTR4|PPP1R124|-|1p35.3|protein-coding","ENSG00000204138.12","protein_coding"
"ENST00000263734.4","chr2",46297402,46386703,"+",5135,"EPAS1","EPAS1|ECYT4|HIF2A|HLF|MOP2|PASD2|bHLHe73|-|2p21|protein-coding","ENSG00000116016.13","protein_coding"
"ENST00000323374.8","chr17",76384650,76387855,"+",2127,"SPHK1","SPHK1|SPHK|-|17q25.1|protein-coding","ENSG00000176170.13","protein_coding"
"ENST00000296632.7","chr5",111496033,111512510,"-",4595,"STARD4","STARD4|-|-|5q22.1|protein-coding","ENSG00000164211.12","protein_coding"
"ENST00000396376.5","chr7",26293054,26374329,"+",2478,"SNX10","SNX10|OPTB8|-|7p15.2|protein-coding","ENSG00000086300.15","protein_coding"
"ENST00000261366.9","chr5",126777148,126837020,"+",2857,"LMNB1","LMNB1|ADLD|LMN|LMN2|LMNB|-|5q23.2|protein-coding","ENSG00000113368.11","protein_coding"
"ENST00000264888.5","chr4",76001275,76007488,"-",2733,"CXCL9","CXCL9|CMK|Humig|MIG|SCYB9|crg-10|-|4q21.1|protein-coding","ENSG00000138755.5","protein_coding"
"ENST00000464300.6","chr3",122577602,122636153,"+",2133,"PARP15","PARP15|ARTD7|BAL3|pART7|-|3q21.1|protein-coding","ENSG00000173200.12","protein_coding"
"ENST00000359595.7","chr15",88877288,88895626,"-",1971,"HAPLN3","HAPLN3|EXLD1|HsT19883|-|15q26.1|protein-coding","ENSG00000140511.11","protein_coding"
"ENST00000261374.3","chr16",22814177,22916338,"+",2311,"HS3ST2","HS3ST2|30ST2|3OST2|-|16p12.2|protein-coding","ENSG00000122254.6","protein_coding"
"ENST00000423777.6","chr19",49929143,49933935,"+",2064,"ATF5","ATF5|ATFX|HMFN0395|-|19q13.33|protein-coding","ENSG00000169136.10","protein_coding"
"ENST00000380903.6","chr22",50200979,50217616,"+",2298,"SELENOO","SELENOO|SELO|-|22q13.33|protein-coding","ENSG00000073169.13","protein_coding"
"ENST00000573034.7","chr1",206205909,206464443,"+",6258,"SRGAP2","SRGAP2|ARHGAP34|FNBP2|SRGAP2A|SRGAP3|-|1q32.1|protein-coding","ENSG00000266028.7","protein_coding"
"ENST00000344175.9","chr19",49869039,49877340,"-",1751,"AKT1S1","AKT1S1|Lobe|PRAS40|-|19q13.33|protein-coding","ENSG00000204673.10","protein_coding"
"ENST00000306072.9","chr15",88638743,88656483,"+",1849,"ISG20","ISG20|CD25|HEM45|-|15q26.1|protein-coding","ENSG00000172183.14","protein_coding"
"ENST00000324873.7","chr16",28532708,28539174,"-",5486,"NUPR1","NUPR1|COM1|P8|-|16p11.2|protein-coding","ENSG00000176046.8","protein_coding"
"ENST00000380956.8","chr6",391739,411447,"+",5314,"IRF4","IRF4|LSIRF|MUM1|NF-EM5|SHEP8|-|6p25.3|protein-coding","ENSG00000137265.14","protein_coding"
"ENST00000281455.6","chr4",184755601,184826094,"-",3791,"ACSL1","ACSL1|ACS1|FACL1|FACL2|LACS|LACS1|LACS2|-|4q35.1|protein-coding","ENSG00000151726.13","protein_coding"
"ENST00000252029.7","chr22",50525752,50530056,"-",1611,"TYMP","TYMP|ECGF|ECGF1|MEDPS1|MNGIE|MTDPS1|PDECGF|TP|hPD-ECGF|-|22q13.33|protein-coding","ENSG00000025708.13","protein_coding"
"ENST00000260956.8","chr2",169798812,169812064,"+",1686,"SSB","SSB|LARP3|La|La/SSB|-|2q31.1|protein-coding","ENSG00000138385.15","protein_coding"
"ENST00000410023.5","chr2",102142786,102179874,"+",5120,"IL1R1","IL1R1|CD121A|D2S1473|IL-1R-alpha|IL1R|IL1RA|P80|-|2q11.2-q12.1|protein-coding","ENSG00000115594.11","protein_coding"
"ENST00000376958.4","chr13",94601903,94634645,"+",8805,"GPR180","GPR180|ITR|-|13q32.1|protein-coding","ENSG00000152749.7","protein_coding"
"ENST00000406697.5","chr12",6988259,7071032,"+",3047,"C1S","0","ENSG00000182326.14","protein_coding"
"ENST00000373178.4","chr1",36088875,36093932,"+",1657,"ADPRHL2","ADPRHL2|ARH3|-|1p34.3|protein-coding","ENSG00000116863.10","protein_coding"
"ENST00000392882.6","chr14",100333788,100375644,"-",2917,"WARS","WARS|GAMMA-2|IFI53|IFP53|-|14q32.2|protein-coding","ENSG00000140105.17","protein_coding"
"ENST00000223321.8","chr7",42916857,42932223,"-",1472,"PSMA2","PSMA2|HC3|MU|PMSA2|PSC2|-|7p14.1|protein-coding","ENSG00000106588.10","protein_coding"
"ENST00000361895.6","chr5",134525673,134579814,"+",3191,"JADE2","JADE2|JADE-2|PHF15|-|5q31.1|protein-coding","ENSG00000043143.20","protein_coding"
"ENST00000334785.11","chr1",77888628,77943224,"+",2582,"NEXN","NEXN|CMH20|NELIN|-|1p31.1|protein-coding","ENSG00000162614.18","protein_coding"
"ENST00000355754.6","chr1",89181148,89198932,"-",6106,"GBP4","GBP4|Mpa2|-|1p22.2|protein-coding","ENSG00000162654.8","protein_coding"
"ENST00000318430.9","chr17",78130786,78142968,"+",4380,"TMC8","TMC8|EV2|EVER2|EVIN2|-|17q25.3|protein-coding","ENSG00000167895.14","protein_coding"
"ENST00000263265.10","chr19",48837097,48868632,"-",3049,"PLEKHA4","PLEKHA4|PEPP1|-|19q13.33|protein-coding","ENSG00000105559.11","protein_coding"
"ENST00000357585.3","chr17",73165012,73176633,"+",7680,"SSTR2","SSTR2|-|-|17q25.1|protein-coding","ENSG00000180616.8","protein_coding"
"ENST00000424789.6","chr17",63009556,63427699,"+",11672,"TANC2","TANC2|ROLSA|rols|-|17q23.2-q23.3|protein-coding","ENSG00000170921.15","protein_coding"
"ENST00000342435.8","chr3",146515180,146544864,"-",2216,"PLSCR1","PLSCR1|MMTRA1B|-|3q24|protein-coding","ENSG00000188313.12","protein_coding"
"ENST00000254436.7","chr11",4384902,4393696,"-",1911,"TRIM21","TRIM21|RNF81|RO52|Ro/SSA|SSA|SSA1|-|11p15.4|protein-coding","ENSG00000132109.9","protein_coding"
"ENST00000358127.8","chr9",36833275,37034185,"-",8596,"PAX5","PAX5|ALL3|BSAP|-|9p13.2|protein-coding","ENSG00000196092.12","protein_coding"
"ENST00000247815.8","chr12",66302545,66347645,"+",12841,"HELB","HELB|DHB|hDHB|-|12q14.3|12q|protein-coding","ENSG00000127311.9","protein_coding"
"ENST00000265598.7","chr3",183122213,183162911,"-",3364,"LAMP3","LAMP3|CD208|DC LAMP|DC-LAMP|DCLAMP|LAMP|LAMP-3|TSC403|-|3q27.1|protein-coding","ENSG00000078081.7","protein_coding"
"ENST00000302326.4","chr22",27748277,27801498,"-",7553,"MN1","MN1|MGCR|MGCR1|MGCR1-PEN|dJ353E16.2|-|22q12.1|protein-coding","ENSG00000169184.5","protein_coding"
"ENST00000502773.5","chr4",156760454,156971394,"-",4154,"PDGFC","PDGFC|FALLOTEIN|SCDGF|-|4q32.1|protein-coding","ENSG00000145431.10","protein_coding"
"ENST00000331289.4","chr11",2268495,2270952,"-",1849,"ASCL2","ASCL2|ASH2|HASH2|MASH2|bHLHa45|-|11p15.5|protein-coding","ENSG00000183734.4","protein_coding"
"ENST00000289013.10","chr8",143368887,143384220,"+",3654,"RHPN1","RHPN1|ODF5|RHOPHILIN|RHPN|-|8q24.3|protein-coding","ENSG00000158106.13","protein_coding"
"ENST00000395391.1","chr7",64689355,64711023,"+",6087,"ZNF107","ZNF107|Y8|ZFD25|ZNF588|smap-7|-|7q11.21|protein-coding","ENSG00000196247.11","protein_coding"
"ENST00000230859.7","chr5",6713007,6757048,"+",5434,"PAPD7","PAPD7|LAK-1|LAK1|POLK|POLS|TRF4|TRF4-1|TRF41|TUTASE5|-|5p15.31|protein-coding","ENSG00000112941.13","protein_coding"
"ENST00000341469.6","chr9",98084355,98119198,"-",4443,"TRIM14","TRIM14|-|-|9q22.33|protein-coding","ENSG00000106785.14","protein_coding"
"ENST00000565297.1","chr8",78837529,78840522,"+",2993,"RP11-79H23.3","0","ENSG00000261618.1","lincRNA"
"ENST00000397332.2","chr1",39895426,39902013,"-",3251,"MYCL","MYCL|L-Myc|LMYC|MYCL1|bHLHe38|-|1p34.2|protein-coding","ENSG00000116990.10","protein_coding"
"ENST00000264864.7","chr4",25233975,25279092,"+",3521,"PI4K2B","PI4K2B|PI4KIIB|PIK42B|-|4p15.2|protein-coding","ENSG00000038210.12","protein_coding"
"ENST00000638572.1","chr2",85837120,85889055,"-",4418,"ST3GAL5","ST3GAL5|SATI|SIAT9|SIATGM3S|SPDRS|ST3Gal V|ST3GalV|-|2p11.2|protein-coding","ENSG00000115525.17","protein_coding"
"ENST00000570535.5","chr17",4165074,4263847,"-",6409,"ANKFY1","ANKFY1|ANKHZN|BTBD23|ZFYVE14|-|17p13.2|protein-coding","ENSG00000185722.16","protein_coding"
"ENST00000286713.6","chr9",121339077,121370205,"-",2997,"STOM","STOM|BND7|EPB7|EPB72|-|9q33.2|protein-coding","ENSG00000148175.12","protein_coding"
"ENST00000396334.7","chr3",38138478,38143022,"+",2841,"MYD88","MYD88|MYD88D|-|3p22.2|protein-coding","ENSG00000172936.12","protein_coding"
"ENST00000374881.2","chr6",32840717,32844703,"-",1340,"PSMB8","PSMB8|ALDD|D6S216|D6S216E|JMP|LMP7|NKJO|PSMB5i|RING10|-|6p21.32|protein-coding","ENSG00000204264.8","protein_coding"
"ENST00000298912.8","chr14",95181940,95319906,"-",12722,"CLMN","CLMN|-|-|14q32.13|protein-coding","ENSG00000165959.11","protein_coding"
"ENST00000378319.7","chr13",49495961,49528987,"+",1340,"PHF11","PHF11|APY|BCAP|IGEL|IGER|IGHER|NY-REN-34|NYREN34|-|13q14.2|protein-coding","ENSG00000136147.17","protein_coding"
"ENST00000368130.8","chr1",159062484,159076901,"-",1518,"AIM2","AIM2|PYHIN4|-|1q23.1-q23.2|protein-coding","ENSG00000163568.14","protein_coding"
"ENST00000263549.7","chr7",140023744,140063721,"-",3773,"PARP12","PARP12|ARTD12|MST109|MSTP109|ZC3H1|ZC3HDC1|-|7q34|protein-coding","ENSG00000059378.12","protein_coding"
"ENST00000265523.8","chr7",43758680,43807339,"+",1056,"BLVRA","BLVRA|BLVR|BVR|BVRA|-|7p13|protein-coding","ENSG00000106605.10","protein_coding"
"ENST00000244519.6","chr6",26440472,26453415,"+",2981,"BTN3A3","BTN3A3|BTF3|BTN3.3|-|6p22.2|protein-coding","ENSG00000111801.15","protein_coding"
"ENST00000367511.3","chr1",184791030,184974550,"-",6901,"FAM129A","FAM129A|C1orf24|GIG39|NIBAN|-|1q25.3|protein-coding","ENSG00000135842.16","protein_coding"
"ENST00000334696.10","chr14",73962693,74019332,"-",5811,"ENTPD5","ENTPD5|CD39L4|NTPDase-5|PCPH|-|14q24.3|protein-coding","ENSG00000187097.12","protein_coding"
"ENST00000403662.7","chr22",36913628,36940449,"+",4836,"CSF2RB","CSF2RB|CD131|CDw131|IL3RB|IL5RB|SMDP5|betaGMR|-|22q12.3|protein-coding","ENSG00000100368.13","protein_coding"
"ENST00000285681.6","chr21",15730025,15880058,"+",5167,"USP25","USP25|USP21|-|21q21.1|protein-coding","ENSG00000155313.15","protein_coding"
"ENST00000233202.10","chr2",218382029,218396894,"+",3823,"SLC11A1","SLC11A1|LSH|NRAMP|NRAMP1|-|2q35|protein-coding","ENSG00000018280.16","protein_coding"
"ENST00000299977.8","chr17",35243036,35273655,"+",10582,"SLFN5","SLFN5|-|-|17q12|protein-coding","ENSG00000166750.9","protein_coding"
"ENST00000216392.7","chr14",50905221,50944736,"-",3009,"PYGL","PYGL|GSD6|-|14q22.1|protein-coding","ENSG00000100504.16","protein_coding"
"ENST00000520185.1","chr8",39914229,39915721,"+",99,"RP11-44K6.2","0","ENSG00000253838.1","sense_intronic"
"ENST00000325509.4","chr8",71841549,71844468,"-",2020,"MSC","MSC|ABF-1|ABF1|MYOR|bHLHa22|-|8q13.3|protein-coding","ENSG00000178860.8","protein_coding"
"ENST00000324862.6","chr1",150321476,150353195,"+",2402,"PRPF3","PRPF3|HPRP3|HPRP3P|PRP3|Prp3p|RP18|SNRNP90|-|1q21.2|protein-coding","ENSG00000117360.12","protein_coding"
"ENST00000255688.7","chr11",63536821,63546462,"+",742,"RARRES3","RARRES3|HRASLS4|HRSL4|PLA1/2-3|RIG1|TIG3|-|11q12.3|protein-coding","ENSG00000133321.10","protein_coding"
"ENST00000270443.8","chr19",52968251,52993524,"-",2983,"ZNF702P","ZNF702P|ZNF702|-|19q13.41|pseudo","ENSG00000242779.6","transcribed_processed_pseudogene"
"ENST00000379370.6","chr1",1020123,1056116,"+",7252,"AGRN","AGRN|AGRIN|CMS8|CMSPPD|-|1p36.33|protein-coding","ENSG00000188157.14","protein_coding"
"ENST00000395473.6","chr17",27629798,27649560,"+",3093,"LGALS9","LGALS9|HUAT|LGALS9A|-|17q11.2|protein-coding","ENSG00000168961.16","protein_coding"
"ENST00000331426.5","chr2",151247940,151261879,"-",4185,"RBM43","RBM43|C2orf38|-|2q23.3|protein-coding","ENSG00000184898.6","protein_coding"
"ENST00000342609.6","chr2",190992639,190993567,"-",615,"AC067945.3","0","ENSG00000229023.1","processed_pseudogene"
"ENST00000612814.4","chr17",28394756,28406210,"-",6367,"SLC46A1","SLC46A1|G21|HCP1|PCFT|-|17q11.2|protein-coding","ENSG00000076351.12","protein_coding"
"ENST00000265678.8","chr6",166409364,166627243,"-",5783,"RPS6KA2","RPS6KA2|HU-2|MAPKAPK1C|RSK|RSK3|S6K-alpha|S6K-alpha2|p90-RSK3|p90RSK2|pp90RSK3|-|6q27|protein-coding","ENSG00000071242.11","protein_coding"
"ENST00000612339.4","chr17",43211875,43220041,"+",3249,"TMEM106A","TMEM106A|-|-|17q21.31|protein-coding","ENSG00000184988.8","protein_coding"
"ENST00000300589.6","chr16",50697139,50733077,"+",4463,"NOD2","NOD2|ACUG|BLAU|BLAUS|CARD15|CD|CLR16.3|IBD1|NLRC2|NOD2B|PSORAS1|YAOS|-|16q12.1|protein-coding","ENSG00000167207.11","protein_coding"
"ENST00000306406.4","chr2",119431869,119438520,"+",1685,"TMEM37","TMEM37|PR|PR1|-|2q14.2|protein-coding","ENSG00000171227.6","protein_coding"
"ENST00000341446.8","chr12",124993700,125031231,"+",6643,"BRI3BP","BRI3BP|BNAS1|HCCR-1|HCCR-2|HCCRBP-1|HCCRBP-3|KG19|-|12q24.31|protein-coding","ENSG00000184992.10","protein_coding"
"ENST00000353364.7","chr12",62260338,62416389,"+",14909,"USP15","USP15|UNPH-2|UNPH4|-|12q14.1|protein-coding","ENSG00000135655.15","protein_coding"
"ENST00000599180.2","chr19",35448301,35451767,"+",2130,"FFAR2","FFAR2|FFA2R|GPR43|-|19q13.12|protein-coding","ENSG00000126262.4","protein_coding"
"ENST00000376630.4","chr6",30489467,30494205,"+",2586,"HLA-E","HLA-E|HLA-6.2|QA1|-|6p22.1|protein-coding","ENSG00000204592.8","protein_coding"
"ENST00000534444.1","chr19",17829788,17848017,"-",3567,"JAK3","0","ENSG00000105639.18","protein_coding"
"ENST00000400497.2","chr13",32384660,32386108,"+",1448,"IFIT1P1","0","ENSG00000215515.2","processed_pseudogene"
"ENST00000370318.5","chr6",73413515,73452259,"-",1906,"MB21D1","0","ENSG00000164430.15","protein_coding"
"ENST00000265465.7","chr11",65261762,65298685,"+",3709,"POLA2","POLA2|-|-|11q13.1|protein-coding","ENSG00000014138.8","protein_coding"
"ENST00000263754.4","chr3",20040023,20154404,"+",4798,"KAT2B","KAT2B|CAF|P/CAF|PCAF|-|3p24.3|protein-coding","ENSG00000114166.7","protein_coding"
"ENST00000318724.8","chr7",105760373,105876582,"-",1463,"ATXN7L1","ATXN7L1|ATXN7L4|-|7q22.3|protein-coding","ENSG00000146776.14","protein_coding"
"ENST00000287263.8","chr8",37858618,37899467,"-",6244,"RAB11FIP1","RAB11FIP1|NOEL1A|RCP|rab11-FIP1|-|8p11.23|protein-coding","ENSG00000156675.15","protein_coding"
"ENST00000304905.9","chr17",35411069,35432524,"-",2376,"SLFN12","SLFN12|SLFN3|-|17q12|protein-coding","ENSG00000172123.12","protein_coding"
"ENST00000367066.7","chr6",159034468,159045152,"-",3868,"TAGAP","TAGAP|ARHGAP47|FKSG15|IDDM21|TAGAP1|-|6q25.3|protein-coding","ENSG00000164691.16","protein_coding"
"ENST00000296414.11","chr4",99816833,99870154,"+",2936,"DAPP1","DAPP1|BAM32|-|4q23|protein-coding","ENSG00000070190.12","protein_coding"
"ENST00000361820.3","chr9",101569353,101738580,"-",7753,"GRIN3A","GRIN3A|GluN3A|NMDAR-L|NR3A|-|9q31.1|protein-coding","ENSG00000198785.4","protein_coding"
"ENST00000243347.4","chr2",151357592,151380048,"+",1413,"TNFAIP6","TNFAIP6|TSG-6|TSG6|-|2q23.3|protein-coding","ENSG00000123610.4","protein_coding"
"ENST00000400256.4","chr18",316740,500722,"-",5723,"COLEC12","COLEC12|CLP1|NSR2|SCARA4|SRCL|-|18p11.32|protein-coding","ENSG00000158270.11","protein_coding"
"ENST00000265440.11","chr7",115935148,116030741,"-",6613,"TFEC","TFEC|TCFEC|TFE-C|TFEC-L|TFECL|bHLHe34|hTFEC-L|-|7q31.2|protein-coding","ENSG00000105967.15","protein_coding"
"ENST00000044462.11","chr15",78540413,78552419,"+",4394,"PSMA4","PSMA4|HC9|HsT17706|PSC9|-|15q25.1|protein-coding","ENSG00000041357.15","protein_coding"
"ENST00000354698.7","chr3",48241100,48270987,"+",3361,"ZNF589","ZNF589|SZF1|-|3p21.31|protein-coding","ENSG00000164048.13","protein_coding"
"ENST00000220325.8","chr15",41895939,41972578,"-",6405,"EHD4","EHD4|PAST4|-|15q15.1|protein-coding","ENSG00000103966.10","protein_coding"
"ENST00000354852.5","chr11",5596725,5644398,"+",3364,"TRIM6-TRIM34","TRIM6-TRIM34|IFP1|RNF21|TRIM34|-|11p15.4|protein-coding","ENSG00000258588.3","protein_coding"
"ENST00000219596.5","chr16",3242028,3256627,"-",3480,"MEFV","MEFV|FMF|MEF|TRIM20|-|16p13.3|protein-coding","ENSG00000103313.12","protein_coding"
"ENST00000416711.5","chrX",48462898,48469017,"-",693,"SLC38A5","0","ENSG00000017483.14","protein_coding"
